Bangalore,Chennai,Delhi,Kolkata,Mumbai,activity_score
False,False,False,False,True,0.33
False,True,False,False,False,0.46
True,False,False,False,False,0.64
False,False,False,True,False,0.44
False,False,True,False,False,0.2
False,False,True,False,False,0.54
False,False,False,True,False,0.0
False,False,False,True,False,0.43
False,False,False,False,True,0.81
False,False,True,False,False,0.99
True,False,False,False,False,0.42
False,False,False,True,False,0.1
False,False,False,True,False,1.0
False,False,False,True,False,0.51
False,False,False,True,False,0.63
False,False,False,True,False,0.29
False,True,False,False,False,0.9400000000000001
False,False,True,False,False,0.41000000000000003
False,False,False,False,True,0.05
False,False,False,True,False,0.18
False,False,True,False,False,0.31
False,False,False,False,True,0.45
False,False,True,False,False,0.62
False,False,True,False,False,0.36
False,True,False,False,False,0.01
False,False,False,True,False,0.9400000000000001
False,True,False,False,False,0.86
False,True,False,False,False,1.0
False,True,False,False,False,0.19
False,False,False,False,True,0.9500000000000001
True,False,False,False,False,0.49
False,True,False,False,False,0.1
False,False,False,False,True,0.13
False,False,False,False,True,0.5700000000000001
False,False,False,False,True,1.0
False,False,False,True,False,0.62
True,False,False,False,False,0.78
True,False,False,False,False,0.66
False,True,False,False,False,0.7000000000000001
False,True,False,False,False,0.16
False,False,True,False,False,0.91
False,False,False,True,False,0.18
False,False,False,False,True,0.62
True,False,False,False,False,0.01
False,False,False,True,False,0.54
True,False,False,False,False,0.15
True,False,False,False,False,0.03
False,False,True,False,False,0.55
False,True,False,False,False,0.25
False,False,True,False,False,0.6900000000000001
True,False,False,False,False,0.6900000000000001
False,False,True,False,False,0.13
True,False,False,False,False,0.08
False,True,False,False,False,0.81
False,False,False,False,True,0.61
False,False,False,False,True,0.34
False,False,False,True,False,0.24
False,True,False,False,False,0.89
False,True,False,False,False,0.17
False,False,False,False,True,0.79
False,False,False,True,False,0.88
False,False,False,True,False,0.32
False,False,True,False,False,0.29
False,False,True,False,False,0.92
False,False,True,False,False,0.7000000000000001
False,False,False,True,False,0.9
False,False,False,False,True,0.75
True,False,False,False,False,0.1
False,False,True,False,False,0.38
True,False,False,False,False,0.2
False,False,False,False,True,0.33
False,False,False,True,False,0.86
False,False,True,False,False,0.27
True,False,False,False,False,0.25
False,False,False,False,True,0.93
True,False,False,False,False,0.59
False,False,False,True,False,0.25
False,False,True,False,False,0.9400000000000001
False,False,False,True,False,0.72
False,False,False,False,True,0.1
False,False,False,True,False,0.92
False,False,False,True,False,0.7000000000000001
False,False,True,False,False,0.91
False,True,False,False,False,0.98
False,False,True,False,False,0.77
False,True,False,False,False,0.15
False,False,False,False,True,0.6
False,False,False,False,True,0.2
False,False,False,False,True,0.8300000000000001
True,False,False,False,False,0.63
True,False,False,False,False,0.73
False,False,False,True,False,0.07
False,True,False,False,False,0.68
False,False,False,True,False,0.29
False,False,True,False,False,0.96
False,False,True,False,False,0.98
True,False,False,False,False,0.31
True,False,False,False,False,0.2
False,False,True,False,False,0.53
False,True,False,False,False,0.55
True,False,False,False,False,0.0
True,False,False,False,False,0.49
False,False,True,False,False,0.01
False,False,True,False,False,0.79
True,False,False,False,False,0.44
False,False,True,False,False,0.97
False,False,False,False,True,0.53
False,False,False,False,True,0.5
False,False,False,True,False,0.48
True,False,False,False,False,0.53
True,False,False,False,False,0.11
True,False,False,False,False,0.15
False,False,False,True,False,0.11
False,False,False,True,False,0.92
False,False,True,False,False,0.97
False,False,True,False,False,0.58
False,False,False,False,True,0.78
False,False,True,False,False,0.04
False,False,True,False,False,0.21
False,False,True,False,False,0.37
False,False,True,False,False,0.06
True,False,False,False,False,0.61
True,False,False,False,False,0.87
False,False,False,True,False,0.93
False,False,True,False,False,0.71
False,True,False,False,False,0.11
False,False,False,True,False,0.65
False,True,False,False,False,0.6
False,True,False,False,False,0.78
False,False,False,True,False,0.65
False,False,True,False,False,0.64
False,False,False,True,False,0.37
False,False,True,False,False,0.09
False,True,False,False,False,0.37
False,False,False,True,False,0.92
True,False,False,False,False,0.76
True,False,False,False,False,0.37
False,False,True,False,False,0.75
False,False,False,True,False,0.52
False,True,False,False,False,0.97
False,False,True,False,False,0.7000000000000001
True,False,False,False,False,0.33
False,False,False,False,True,0.19
False,False,False,False,True,0.81
True,False,False,False,False,0.75
False,False,True,False,False,0.28
False,True,False,False,False,0.09
False,True,False,False,False,0.63
False,True,False,False,False,0.44
False,False,True,False,False,0.67
False,True,False,False,False,0.31
False,False,False,True,False,0.8300000000000001
False,True,False,False,False,0.79
False,False,True,False,False,0.05
True,False,False,False,False,0.16
True,False,False,False,False,0.89
False,True,False,False,False,0.67
True,False,False,False,False,0.41000000000000003
False,False,False,True,False,0.09
False,False,False,True,False,0.78
True,False,False,False,False,0.34
False,False,True,False,False,0.53
False,False,True,False,False,0.88
False,False,False,True,False,0.71
False,False,False,False,True,0.5
False,True,False,False,False,0.2
True,False,False,False,False,0.84
False,False,False,True,False,0.38
False,False,False,True,False,0.07
True,False,False,False,False,0.6900000000000001
False,True,False,False,False,0.87
False,False,False,False,True,0.89
False,True,False,False,False,0.09
False,False,True,False,False,0.09
False,True,False,False,False,0.07
False,True,False,False,False,0.27
False,False,True,False,False,0.65
True,False,False,False,False,0.68
False,False,False,True,False,0.11
True,False,False,False,False,0.13
False,False,False,True,False,0.32
False,True,False,False,False,0.84
False,False,True,False,False,0.48
False,False,True,False,False,0.96
False,True,False,False,False,0.56
False,False,False,True,False,0.71
False,False,True,False,False,0.2
False,True,False,False,False,0.31
True,False,False,False,False,0.89
False,True,False,False,False,0.92
False,False,False,True,False,0.46
True,False,False,False,False,0.33
False,True,False,False,False,0.76
True,False,False,False,False,0.42
True,False,False,False,False,0.76
False,False,True,False,False,0.86
False,True,False,False,False,0.49
False,False,True,False,False,0.1
True,False,False,False,False,0.42
False,False,True,False,False,0.93
False,False,True,False,False,0.51
True,False,False,False,False,0.6
False,False,False,True,False,0.8
False,True,False,False,False,0.84
False,False,False,False,True,0.19
True,False,False,False,False,0.41000000000000003
False,False,False,False,True,0.05
False,False,True,False,False,0.89
False,True,False,False,False,0.96
False,False,True,False,False,0.91
False,False,False,False,True,0.55
False,True,False,False,False,0.16
False,False,True,False,False,0.87
False,False,False,False,True,0.18
False,False,False,False,True,0.64
False,False,False,False,True,0.19
False,True,False,False,False,0.73
False,False,False,True,False,0.27
False,False,False,False,True,0.63
False,False,False,False,True,0.28
False,False,False,False,True,0.25
False,False,True,False,False,0.76
False,False,False,False,True,0.39
False,False,True,False,False,0.63
False,False,False,True,False,0.6900000000000001
True,False,False,False,False,0.63
False,False,True,False,False,0.38
False,False,True,False,False,0.9
False,False,True,False,False,0.52
False,False,False,True,False,0.5700000000000001
False,True,False,False,False,0.73
False,False,False,True,False,0.29
False,False,False,True,False,0.16
False,False,False,True,False,0.65
False,False,False,False,True,0.02
False,False,False,True,False,0.52
False,True,False,False,False,0.79
False,True,False,False,False,0.78
True,False,False,False,False,0.9500000000000001
False,False,False,True,False,0.02
False,True,False,False,False,0.08
True,False,False,False,False,0.7000000000000001
False,False,False,False,True,0.98
False,False,False,True,False,0.97
False,False,False,False,True,0.39
False,False,True,False,False,0.36
False,False,False,True,False,0.74
False,False,False,False,True,0.03
False,False,False,False,True,0.5700000000000001
False,True,False,False,False,0.24
False,False,False,False,True,0.61
False,False,False,True,False,0.79
False,False,False,False,True,0.21
False,False,True,False,False,0.88
False,False,False,True,False,0.06
False,True,False,False,False,0.18
False,False,True,False,False,0.6
False,False,False,False,True,0.31
False,False,False,False,True,0.84
False,False,False,True,False,0.06
False,False,False,True,False,0.3
False,False,False,True,False,0.41000000000000003
False,False,True,False,False,0.81
True,False,False,False,False,0.87
False,True,False,False,False,0.51
True,False,False,False,False,0.6
False,False,True,False,False,0.99
False,False,False,True,False,0.37
True,False,False,False,False,0.87
False,False,False,True,False,0.93
True,False,False,False,False,0.18
False,False,False,False,True,0.79
False,False,True,False,False,0.12
False,False,False,False,True,0.89
False,False,True,False,False,0.47000000000000003
False,False,True,False,False,0.64
True,False,False,False,False,0.9
True,False,False,False,False,0.89
False,False,False,False,True,1.0
False,False,False,False,True,0.07
True,False,False,False,False,0.21
False,False,False,True,False,0.96
False,False,True,False,False,0.27
False,False,True,False,False,0.27
False,False,False,True,False,0.11
False,True,False,False,False,0.64
False,False,False,False,True,0.19
True,False,False,False,False,0.35000000000000003
True,False,False,False,False,0.8200000000000001
False,True,False,False,False,0.8
False,True,False,False,False,0.74
True,False,False,False,False,0.99
False,False,False,False,True,0.34
False,True,False,False,False,0.34
False,False,True,False,False,0.64
False,True,False,False,False,0.33
False,False,False,True,False,0.8300000000000001
False,False,False,False,True,0.11
False,False,False,True,False,0.16
False,True,False,False,False,0.3
False,False,False,True,False,0.0
False,False,False,False,True,0.7000000000000001
False,False,False,True,False,0.67
False,True,False,False,False,0.46
True,False,False,False,False,0.41000000000000003
True,False,False,False,False,0.09
True,False,False,False,False,0.21
True,False,False,False,False,0.86
True,False,False,False,False,0.23
True,False,False,False,False,0.18
False,False,False,False,True,0.86
False,True,False,False,False,0.25
True,False,False,False,False,0.44
False,False,False,True,False,0.18
False,True,False,False,False,0.81
False,False,False,True,False,0.87
False,False,True,False,False,0.32
True,False,False,False,False,0.85
False,False,False,True,False,0.21
False,False,True,False,False,0.44
False,True,False,False,False,0.76
False,False,False,False,True,0.71
False,False,False,False,True,0.1
False,False,False,False,True,0.81
False,False,True,False,False,0.34
False,False,True,False,False,0.29
False,True,False,False,False,0.89
False,False,True,False,False,0.88
False,False,True,False,False,0.52
True,False,False,False,False,0.37
False,True,False,False,False,0.38
False,True,False,False,False,0.84
False,False,True,False,False,0.16
False,False,True,False,False,0.51
False,False,False,False,True,0.02
False,False,True,False,False,0.92
False,False,True,False,False,0.46
False,True,False,False,False,0.87
False,False,False,True,False,0.06
False,False,False,False,True,0.48
False,False,False,False,True,0.33
False,False,False,True,False,0.31
False,False,False,False,True,0.42
False,False,False,True,False,0.86
True,False,False,False,False,0.79
False,False,False,False,True,0.97
False,False,False,True,False,0.66
False,True,False,False,False,0.75
False,False,True,False,False,0.43
True,False,False,False,False,0.25
False,False,True,False,False,0.61
True,False,False,False,False,0.15
False,False,True,False,False,0.38
False,True,False,False,False,0.34
False,False,True,False,False,0.91
False,True,False,False,False,0.6
True,False,False,False,False,0.77
False,True,False,False,False,0.86
False,False,False,True,False,0.75
True,False,False,False,False,0.9500000000000001
False,True,False,False,False,0.61
False,False,True,False,False,0.06
False,False,False,True,False,0.52
False,True,False,False,False,0.81
False,False,False,False,True,0.6900000000000001
False,False,False,False,True,0.43
False,False,False,True,False,0.15
False,False,True,False,False,0.35000000000000003
False,False,False,True,False,0.59
False,True,False,False,False,0.93
False,True,False,False,False,0.73
True,False,False,False,False,0.89
False,False,True,False,False,0.56
False,False,True,False,False,0.54
False,True,False,False,False,0.35000000000000003
True,False,False,False,False,0.9400000000000001
False,False,False,True,False,0.51
False,True,False,False,False,0.58
False,False,False,True,False,0.0
False,False,False,False,True,0.76
True,False,False,False,False,0.68
False,False,True,False,False,0.02
True,False,False,False,False,0.17
False,False,False,True,False,0.1
False,False,False,True,False,0.24
False,False,False,True,False,0.27
False,False,False,False,True,0.5700000000000001
True,False,False,False,False,0.08
True,False,False,False,False,0.6900000000000001
False,False,False,True,False,0.33
True,False,False,False,False,0.87
False,False,False,True,False,0.09
False,False,False,False,True,0.17
True,False,False,False,False,0.49
False,False,False,True,False,1.0
True,False,False,False,False,0.92
False,False,True,False,False,0.2
False,False,False,False,True,0.21
False,False,False,False,True,0.8
False,False,False,False,True,0.43
True,False,False,False,False,0.19
False,False,False,False,True,0.78
False,False,False,True,False,0.68
True,False,False,False,False,0.77
True,False,False,False,False,0.37
False,False,True,False,False,0.84
False,False,True,False,False,0.9500000000000001
False,True,False,False,False,0.14
False,True,False,False,False,0.33
False,True,False,False,False,0.24
False,False,True,False,False,0.71
False,False,True,False,False,1.0
False,False,False,False,True,0.62
False,False,False,False,True,0.11
True,False,False,False,False,0.56
False,False,False,True,False,0.16
False,False,False,False,True,0.0
False,False,False,True,False,0.68
False,True,False,False,False,0.48
True,False,False,False,False,0.67
True,False,False,False,False,0.22
True,False,False,False,False,0.21
False,False,False,True,False,0.42
False,True,False,False,False,0.44
False,False,True,False,False,0.92
False,False,True,False,False,0.35000000000000003
False,False,False,True,False,0.23
True,False,False,False,False,0.73
False,False,False,True,False,0.63
False,False,False,False,True,0.36
False,False,False,False,True,0.36
True,False,False,False,False,0.54
False,False,True,False,False,0.21
False,True,False,False,False,0.47000000000000003
False,False,False,False,True,0.09
False,False,True,False,False,0.5
False,False,False,True,False,0.1
False,True,False,False,False,0.07
False,False,False,False,True,0.92
False,False,True,False,False,0.55
False,False,True,False,False,0.1
False,True,False,False,False,0.78
False,False,True,False,False,0.5
False,True,False,False,False,0.41000000000000003
False,False,True,False,False,0.62
False,True,False,False,False,0.12
True,False,False,False,False,0.91
True,False,False,False,False,0.21
False,False,False,True,False,0.5
False,True,False,False,False,0.18
False,False,False,True,False,0.03
False,False,True,False,False,0.02
False,True,False,False,False,0.09
False,False,False,False,True,0.45
False,False,True,False,False,0.75
False,True,False,False,False,0.39
False,True,False,False,False,0.04
False,False,False,True,False,0.55
False,False,False,False,True,0.81
False,True,False,False,False,0.18
False,True,False,False,False,0.05
False,True,False,False,False,0.09
False,False,True,False,False,0.97
False,False,False,False,True,0.75
False,False,False,True,False,0.08
False,False,False,False,True,0.32
False,False,False,True,False,0.7000000000000001
False,True,False,False,False,0.32
False,False,False,True,False,0.21
False,False,False,False,True,0.04
False,False,False,False,True,0.04
True,False,False,False,False,0.34
False,False,False,False,True,0.29
False,False,False,True,False,0.42
False,False,False,True,False,0.78
False,False,True,False,False,0.8300000000000001
False,False,False,True,False,0.8300000000000001
True,False,False,False,False,0.67
False,True,False,False,False,0.39
True,False,False,False,False,0.47000000000000003
False,False,False,True,False,0.47000000000000003
False,True,False,False,False,0.34
False,False,False,True,False,0.54
True,False,False,False,False,0.99
True,False,False,False,False,0.19
False,True,False,False,False,0.9
False,False,True,False,False,0.77
False,False,True,False,False,0.7000000000000001
False,False,False,False,True,0.76
True,False,False,False,False,0.22
False,False,False,False,True,0.6900000000000001
False,False,True,False,False,0.93
True,False,False,False,False,0.4
False,False,False,True,False,0.36
False,True,False,False,False,0.7000000000000001
False,False,False,False,True,0.9
False,False,False,False,True,0.25
True,False,False,False,False,0.27
False,False,False,False,True,0.39
False,False,False,False,True,0.31
False,True,False,False,False,0.1
True,False,False,False,False,0.59
False,True,False,False,False,0.51
False,True,False,False,False,0.36
True,False,False,False,False,0.52
False,False,True,False,False,0.58
False,False,False,False,True,0.28
False,False,True,False,False,0.59
True,False,False,False,False,0.6900000000000001
True,False,False,False,False,0.8300000000000001
False,False,False,False,True,0.28
False,False,False,True,False,0.09
True,False,False,False,False,0.28
False,False,True,False,False,0.47000000000000003
False,True,False,False,False,0.05
False,True,False,False,False,0.09
True,False,False,False,False,0.89
True,False,False,False,False,0.47000000000000003
False,False,False,False,True,0.62
False,False,False,True,False,0.18
True,False,False,False,False,0.38
False,False,True,False,False,0.65
True,False,False,False,False,0.1
False,True,False,False,False,0.77
False,False,False,False,True,0.07
False,True,False,False,False,0.37
False,True,False,False,False,0.8300000000000001
False,False,False,True,False,0.85
False,True,False,False,False,0.1
False,True,False,False,False,0.41000000000000003
False,True,False,False,False,0.2
False,False,False,False,True,0.6
False,True,False,False,False,0.34
False,True,False,False,False,0.8200000000000001
False,False,False,True,False,0.81
False,False,True,False,False,0.44
False,False,False,False,True,0.66
False,False,True,False,False,0.64
False,True,False,False,False,0.54
True,False,False,False,False,0.37
False,False,True,False,False,0.03
False,False,False,True,False,0.55
True,False,False,False,False,1.0
True,False,False,False,False,0.55
False,False,False,False,True,0.37
False,False,False,False,True,0.1
False,True,False,False,False,0.6
True,False,False,False,False,0.66
False,True,False,False,False,0.98
False,False,True,False,False,0.55
False,False,True,False,False,0.5700000000000001
False,False,True,False,False,0.6
True,False,False,False,False,0.14
True,False,False,False,False,0.66
True,False,False,False,False,0.6900000000000001
False,False,False,True,False,0.78
False,True,False,False,False,0.34
False,False,True,False,False,0.48
False,True,False,False,False,0.17
False,False,False,True,False,0.2
True,False,False,False,False,0.66
False,False,True,False,False,0.33
True,False,False,False,False,0.38
True,False,False,False,False,0.14
False,False,True,False,False,0.18
True,False,False,False,False,0.6
True,False,False,False,False,0.81
False,False,False,False,True,0.2
False,False,False,False,True,0.23
False,False,True,False,False,0.4
False,False,True,False,False,0.9400000000000001
False,False,False,True,False,0.15
False,False,False,False,True,0.41000000000000003
False,False,False,True,False,0.98
False,False,False,True,False,0.99
True,False,False,False,False,0.47000000000000003
False,False,False,False,True,0.58
False,False,False,False,True,0.45
False,False,True,False,False,0.9400000000000001
False,True,False,False,False,0.3
False,False,False,False,True,0.18
False,False,False,False,True,0.46
True,False,False,False,False,0.56
False,False,True,False,False,0.4
True,False,False,False,False,0.99
False,False,False,True,False,0.88
False,True,False,False,False,0.1
False,False,False,False,True,0.7000000000000001
False,False,False,False,True,0.64
True,False,False,False,False,0.89
False,False,False,False,True,0.64
False,True,False,False,False,0.54
False,True,False,False,False,0.78
False,False,False,True,False,0.66
False,False,True,False,False,0.14
True,False,False,False,False,0.3
True,False,False,False,False,0.64
False,False,True,False,False,0.29
False,False,True,False,False,0.46
False,False,False,False,True,0.0
False,False,False,False,True,0.77
False,False,True,False,False,0.28
False,False,True,False,False,0.39
False,True,False,False,False,0.12
False,False,True,False,False,0.0
False,True,False,False,False,0.11
False,False,False,True,False,0.01
False,True,False,False,False,0.33
False,False,False,False,True,0.07
True,False,False,False,False,0.6
True,False,False,False,False,0.91
False,False,False,True,False,0.67
False,True,False,False,False,0.41000000000000003
False,False,True,False,False,0.89
False,True,False,False,False,0.1
True,False,False,False,False,0.17
False,True,False,False,False,0.63
False,False,True,False,False,0.79
True,False,False,False,False,0.39
False,False,True,False,False,0.26
False,True,False,False,False,0.8200000000000001
False,True,False,False,False,0.48
False,True,False,False,False,0.39
False,False,False,True,False,0.43
False,True,False,False,False,0.76
False,False,True,False,False,0.3
False,True,False,False,False,0.26
False,False,True,False,False,0.72
False,False,False,True,False,0.05
False,False,False,True,False,0.86
False,False,True,False,False,0.88
False,False,False,True,False,0.58
False,False,False,False,True,0.5700000000000001
False,True,False,False,False,0.72
False,False,False,False,True,0.7000000000000001
False,False,False,False,True,0.25
False,False,True,False,False,0.56
False,True,False,False,False,0.87
False,False,False,True,False,0.58
False,False,False,True,False,0.9500000000000001
True,False,False,False,False,0.78
True,False,False,False,False,0.8
False,False,True,False,False,0.49
False,False,True,False,False,0.49
True,False,False,False,False,0.27
False,False,True,False,False,0.16
False,False,True,False,False,0.29
False,False,False,False,True,0.8300000000000001
False,False,False,False,True,0.28
True,False,False,False,False,0.1
False,False,False,False,True,0.67
True,False,False,False,False,0.33
False,False,False,False,True,0.02
True,False,False,False,False,0.74
False,False,False,True,False,0.23
False,False,False,False,True,0.5700000000000001
False,False,False,False,True,0.86
False,False,True,False,False,0.33
False,False,True,False,False,0.49
False,False,False,False,True,0.43
False,True,False,False,False,0.45
False,True,False,False,False,0.39
False,False,False,False,True,0.22
False,False,False,False,True,0.11
True,False,False,False,False,0.09
False,False,False,False,True,0.91
False,False,False,True,False,0.45
False,False,False,False,True,0.98
False,True,False,False,False,0.59
False,False,True,False,False,0.62
False,True,False,False,False,0.31
False,False,False,False,True,0.3
False,False,False,True,False,0.51
True,False,False,False,False,0.5700000000000001
False,False,False,True,False,0.45
True,False,False,False,False,0.31
False,False,False,True,False,0.58
False,True,False,False,False,0.58
True,False,False,False,False,0.81
False,False,False,True,False,0.12
False,True,False,False,False,0.18
True,False,False,False,False,0.17
True,False,False,False,False,0.97
False,False,False,True,False,0.75
False,False,False,True,False,0.71
False,False,True,False,False,0.27
True,False,False,False,False,0.65
True,False,False,False,False,0.35000000000000003
False,False,False,True,False,0.44
False,False,False,True,False,0.34
True,False,False,False,False,0.64
False,True,False,False,False,0.5
False,False,False,True,False,0.15
False,False,True,False,False,0.43
False,False,False,False,True,0.41000000000000003
True,False,False,False,False,0.28
False,False,False,True,False,0.67
False,False,True,False,False,0.71
False,False,False,False,True,0.23
False,False,True,False,False,0.68
False,True,False,False,False,0.68
False,False,False,True,False,0.25
False,False,True,False,False,0.37
False,False,False,True,False,0.48
False,True,False,False,False,0.49
False,True,False,False,False,0.75
False,False,False,False,True,0.8200000000000001
False,False,True,False,False,0.21
False,False,False,True,False,0.73
False,True,False,False,False,0.96
False,False,False,True,False,0.84
False,False,True,False,False,0.9400000000000001
False,False,False,True,False,0.84
False,False,False,False,True,0.08
False,False,True,False,False,0.79
False,False,False,False,True,0.14
True,False,False,False,False,0.5700000000000001
False,False,True,False,False,0.34
True,False,False,False,False,0.46
False,False,True,False,False,0.34
False,False,True,False,False,0.22
False,False,True,False,False,0.41000000000000003
False,False,True,False,False,0.31
False,False,False,True,False,0.84
False,False,False,True,False,0.17
False,False,False,True,False,0.68
False,False,True,False,False,0.6900000000000001
False,True,False,False,False,0.01
False,False,True,False,False,0.5
False,False,False,True,False,0.34
False,False,False,True,False,0.77
False,True,False,False,False,0.25
False,False,True,False,False,0.76
False,False,True,False,False,0.98
True,False,False,False,False,0.2
False,True,False,False,False,0.48
True,False,False,False,False,0.91
True,False,False,False,False,1.0
False,False,False,False,True,0.68
False,False,True,False,False,0.1
False,False,False,True,False,0.51
False,False,False,True,False,0.79
True,False,False,False,False,0.0
False,False,False,False,True,0.23
True,False,False,False,False,0.89
False,True,False,False,False,0.31
False,True,False,False,False,0.98
False,True,False,False,False,0.7000000000000001
True,False,False,False,False,0.18
False,False,True,False,False,0.91
False,True,False,False,False,0.5700000000000001
False,False,False,False,True,0.42
False,False,True,False,False,0.9400000000000001
False,False,False,False,True,0.0
False,False,False,True,False,0.53
False,False,False,False,True,0.71
False,True,False,False,False,0.27
False,False,False,False,True,0.03
False,True,False,False,False,0.77
True,False,False,False,False,0.43
True,False,False,False,False,0.77
True,False,False,False,False,0.42
False,False,True,False,False,0.27
False,False,False,False,True,0.56
False,False,False,False,True,0.81
False,False,True,False,False,0.81
False,False,False,True,False,0.8
False,True,False,False,False,0.1
False,False,True,False,False,0.61
False,False,False,True,False,0.6
False,True,False,False,False,0.92
False,False,False,False,True,0.3
False,False,True,False,False,0.43
False,False,False,False,True,0.16
False,False,True,False,False,0.36
False,False,True,False,False,0.12
False,False,False,False,True,0.29
False,True,False,False,False,0.65
False,False,True,False,False,0.86
False,True,False,False,False,0.22
False,False,True,False,False,0.24
False,False,False,True,False,0.42
False,False,False,True,False,0.02
False,False,True,False,False,0.43
True,False,False,False,False,0.22
False,False,False,True,False,0.54
False,False,True,False,False,0.53
False,True,False,False,False,0.98
False,True,False,False,False,0.12
False,False,False,True,False,0.8200000000000001
False,True,False,False,False,0.18
False,False,False,True,False,0.45
False,False,True,False,False,0.38
False,True,False,False,False,0.8300000000000001
False,False,False,True,False,0.76
False,True,False,False,False,0.18
False,True,False,False,False,0.73
False,False,True,False,False,0.54
False,True,False,False,False,0.37
False,False,True,False,False,0.17
False,False,False,False,True,0.47000000000000003
False,False,False,True,False,0.3
True,False,False,False,False,0.89
False,False,True,False,False,0.77
False,False,True,False,False,0.68
False,False,True,False,False,0.55
False,False,False,True,False,0.0
False,False,False,True,False,0.36
False,True,False,False,False,0.42
False,False,False,False,True,0.53
False,False,False,False,True,0.37
False,True,False,False,False,0.5700000000000001
False,False,False,False,True,0.98
False,False,True,False,False,0.79
True,False,False,False,False,0.39
False,True,False,False,False,0.32
False,True,False,False,False,0.45
False,True,False,False,False,0.35000000000000003
False,True,False,False,False,0.96
False,False,False,False,True,0.98
False,False,False,False,True,0.25
False,False,False,False,True,0.06
True,False,False,False,False,0.72
False,False,False,True,False,0.53
False,False,False,True,False,0.16
False,True,False,False,False,0.93
False,False,True,False,False,0.03
False,False,False,True,False,0.02
False,False,True,False,False,0.51
False,False,True,False,False,0.58
False,False,False,False,True,0.9400000000000001
True,False,False,False,False,0.04
False,False,False,False,True,0.97
True,False,False,False,False,0.61
False,False,True,False,False,0.88
False,False,True,False,False,0.9
False,False,False,False,True,0.85
False,False,False,False,True,0.56
False,True,False,False,False,0.0
True,False,False,False,False,0.43
False,False,False,True,False,0.56
False,False,False,False,True,0.06
False,False,False,True,False,0.41000000000000003
False,True,False,False,False,0.75
True,False,False,False,False,0.15
False,False,False,True,False,0.33
False,False,False,False,True,0.42
False,False,False,True,False,0.44
False,False,True,False,False,0.36
False,True,False,False,False,0.11
True,False,False,False,False,0.17
False,False,False,True,False,0.02
True,False,False,False,False,0.87
False,False,False,False,True,0.55
False,False,False,True,False,0.46
False,False,True,False,False,0.23
False,False,False,False,True,0.58
False,False,True,False,False,0.26
False,False,False,False,True,0.31
False,False,False,False,True,0.8
False,True,False,False,False,0.56
True,False,False,False,False,0.7000000000000001
False,True,False,False,False,0.39
False,True,False,False,False,0.32
False,False,True,False,False,0.25
True,False,False,False,False,0.81
True,False,False,False,False,0.87
False,True,False,False,False,0.19
False,False,False,False,True,0.51
False,True,False,False,False,0.5
False,False,True,False,False,0.92
False,False,False,True,False,0.24
False,False,False,False,True,0.21
False,False,True,False,False,0.28
False,False,False,False,True,0.75
True,False,False,False,False,0.73
False,False,True,False,False,0.63
False,False,True,False,False,0.72
False,True,False,False,False,0.81
False,False,True,False,False,0.02
False,False,False,False,True,0.59
False,False,True,False,False,0.28
False,False,True,False,False,0.16
False,False,True,False,False,0.13
False,False,False,True,False,0.0
False,True,False,False,False,0.06
False,False,True,False,False,0.9400000000000001
False,False,False,True,False,0.36
False,True,False,False,False,0.85
False,False,False,False,True,0.92
False,True,False,False,False,0.36
True,False,False,False,False,0.31
False,False,False,False,True,0.72
False,False,True,False,False,0.41000000000000003
False,False,False,True,False,0.8300000000000001
False,True,False,False,False,0.64
False,False,False,False,True,0.6
False,False,False,True,False,0.8
False,True,False,False,False,0.51
False,False,True,False,False,0.68
True,False,False,False,False,0.92
False,False,False,True,False,0.45
False,False,False,True,False,0.17
False,False,True,False,False,0.63
True,False,False,False,False,0.03
False,True,False,False,False,0.13
False,True,False,False,False,0.08
False,False,False,False,True,0.62
False,False,True,False,False,0.04
False,False,True,False,False,0.29
False,False,False,True,False,0.54
False,False,False,False,True,0.18
False,False,False,True,False,0.08
False,False,True,False,False,0.48
False,False,False,False,True,0.87
True,False,False,False,False,0.99
True,False,False,False,False,0.42
False,True,False,False,False,0.01
True,False,False,False,False,0.18
False,False,False,True,False,0.85
False,False,False,False,True,0.4
False,False,False,True,False,0.49
False,False,False,False,True,0.78
True,False,False,False,False,0.39
False,False,False,False,True,0.98
True,False,False,False,False,0.61
False,False,False,False,True,0.8300000000000001
False,False,False,False,True,0.5700000000000001
False,False,False,False,True,0.18
True,False,False,False,False,0.24
False,False,False,False,True,0.27
False,True,False,False,False,0.93
False,False,False,False,True,0.27
True,False,False,False,False,0.39
False,False,False,True,False,0.58
False,False,True,False,False,0.85
False,False,False,False,True,0.61
False,False,False,True,False,0.28
False,False,False,True,False,0.27
False,False,False,True,False,0.26
False,False,False,True,False,0.8200000000000001
True,False,False,False,False,0.49
False,False,False,True,False,0.64
False,False,True,False,False,0.61
False,True,False,False,False,0.91
False,True,False,False,False,0.52
False,False,False,True,False,0.78
False,True,False,False,False,0.06
False,False,True,False,False,0.77
True,False,False,False,False,0.14
False,False,True,False,False,0.18
False,False,False,False,True,0.61
False,False,False,True,False,0.63
True,False,False,False,False,0.77
False,False,False,True,False,0.77
False,False,False,True,False,0.67
False,False,False,True,False,0.28
False,False,False,False,True,0.87
False,True,False,False,False,0.4
False,False,True,False,False,0.74
True,False,False,False,False,0.48
False,True,False,False,False,0.05
False,True,False,False,False,0.17
False,False,False,True,False,0.98
